user_id,recommended_movie_1,recommended_movie_2,recommended_movie_3,recommended_movie_4,recommended_movie_5,recommended_movie_6,recommended_movie_7,recommended_movie_8,recommended_movie_9,recommended_movie_10
96,214,189,513,724,205,663,517,428,525,191
548,411,813,1059,108,109,1067,844,1007,1048,673
437,673,823,813,924,847,251,1135,972,770,45
695,937,321,331,327,306,310,887,270,323,346
565,880,19,724,949,718,1009,1331,1084,214,517
649,304,895,682,303,333,328,358,410,322,271
16,343,331,307,108,492,673,430,507,458,770
784,887,262,306,288,268,242,305,750,269,674
444,343,321,458,895,326,322,678,1025,288,682
186,343,370,717,458,934,245,106,930,685,846
555,268,288,347,304,754,271,333,682,324,751
135,476,126,934,628,25,117,1012,370,538,1
242,538,713,346,345,292,340,255,327,898,1012
502,259,879,937,748,270,260,310,249,294,892
806,679,949,70,116,423,732,64,238,630,527
46,303,268,288,304,271,258,302,269,880,111
121,528,498,192,493,756,633,306,519,421,507
427,937,880,321,749,306,344,887,898,886,538
63,476,823,325,303,847,288,268,538,898,285
258,343,322,879,1025,990,682,245,326,678,321
810,347,319,682,307,309,311,310,332,690,329
747,522,331,433,490,754,601,157,295,13,602
484,303,553,21,946,993,1039,1240,255,748,476
459,922,763,476,411,455,281,276,129,823,628
274,126,596,538,7,127,286,281,1,642,475
203,333,302,286,476,258,100,7,748,328,538
318,340,522,295,345,900,601,152,1012,405,602
572,880,327,305,288,887,847,344,924,874,268
720,305,880,347,346,344,271,331,312,327,307
343,71,428,295,382,317,241,487,423,73,265
87,924,642,1101,51,630,106,214,792,409,156
623,932,521,306,192,633,71,498,96,866,98
641,455,259,1135,270,820,922,614,250,289,1
757,109,924,340,825,411,409,156,813,1059,1047
181,990,294,328,259,538,303,220,304,292,321
840,679,664,249,116,707,856,1014,949,413,854
634,682,319,301,288,255,538,322,268,813,847
922,278,21,303,553,936,854,476,413,740,1210
505,554,294,306,900,25,255,405,340,319,259
44,310,178,241,270,98,300,83,23,750,79
588,900,1134,345,304,754,347,280,405,312,690
353,307,347,331,319,288,750,310,879,302,268
918,311,319,306,498,896,528,1451,942,493,14
856,245,313,306,343,674,288,302,323,321,326
848,331,306,522,340,193,305,709,1483,673,902
386,288,302,924,1007,286,100,109,340,258,276
529,937,289,323,259,538,293,306,879,272,313
263,190,311,51,483,1101,603,8,83,659,604
925,304,303,271,333,270,268,748,259,750,310
408,245,306,343,313,323,321,328,937,326,749
836,214,924,19,1,1007,126,191,724,205,423
511,308,754,898,674,538,326,321,324,242,937
80,880,285,19,936,1022,1084,724,740,1170,517
398,306,331,340,307,302,522,193,313,343,222
891,934,1,19,1007,255,117,294,1033,1028,302
35,358,260,932,984,325,975,476,362,333,118
750,288,268,302,333,750,307,313,748,310,262
401,487,707,116,1170,740,303,283,57,71,498
160,307,310,331,270,260,289,327,305,750,332
197,307,319,924,310,633,302,323,673,229,136
322,1014,116,334,249,303,292,15,181,100,294
415,900,665,409,264,156,225,872,1048,630,585
583,288,109,308,476,1411,264,1483,340,751,898
804,343,866,458,612,507,469,975,411,684,58
354,949,1009,724,428,718,747,1170,487,1451,189
827,288,340,538,302,313,245,306,898,258,327
464,343,674,340,754,458,1014,322,245,324,1048
663,1012,295,476,147,447,751,289,303,258,1118
805,280,596,292,713,945,315,778,1017,554,322
479,673,1014,178,98,589,100,496,529,631,319
673,306,312,305,319,331,347,302,316,332,880
520,880,538,306,19,311,713,292,896,937,319
831,924,319,255,107,301,813,288,268,823,310
89,1134,749,303,312,306,316,896,272,689,304
915,304,690,303,271,268,111,754,328,288,326
391,331,295,10,306,961,522,108,1012,340,277
28,754,900,304,218,315,111,303,326,1149,1134
167,331,674,490,492,306,48,604,315,347,491
590,880,847,922,270,259,319,887,297,107,1022
705,259,554,748,892,310,449,379,372,742,993
107,319,307,347,311,310,323,313,332,879,331
664,522,603,175,213,482,234,189,114,9,357
537,316,306,331,900,896,346,1451,381,345,13
232,487,1098,207,664,116,114,153,707,189,949
470,682,538,292,319,321,301,346,304,323,744
527,45,509,644,83,736,1014,661,483,136,223
177,270,310,354,303,750,262,249,653,1134,259
304,328,288,302,286,326,333,181,117,321,7
608,270,310,1134,354,316,381,312,1142,689,896
687,343,306,245,307,331,323,332,327,321,302
711,331,900,136,896,305,345,346,1134,673,606
332,338,109,762,458,225,993,235,476,298,975
547,754,292,690,682,347,311,264,304,348,326
612,306,307,327,331,323,937,245,332,343,305
76,820,396,295,521,866,614,283,507,284,961
178,331,307,310,229,332,896,380,327,689,319
681,303,304,249,268,333,270,253,880,682,259
284,271,880,754,316,898,288,292,690,312,538
910,274,281,25,1007,515,713,10,19,257,471
21,895,754,1134,304,324,271,1059,751,898,674
296,331,307,310,327,319,305,301,896,306,673
141,538,1012,934,476,370,458,277,321,1152,864
789,538,288,682,292,268,286,333,326,340,321
225,306,493,528,19,498,1050,205,961,519,517
870,1135,270,151,310,993,289,823,150,249,922
239,116,295,522,487,707,13,1009,611,1170,639
53,924,823,255,455,1007,813,1,126,748,24
764,259,740,554,1033,553,255,25,449,372,303
639,498,509,310,499,381,485,494,192,493,269
299,879,310,45,339,270,249,178,1098,644,319
249,1134,303,1059,898,268,900,288,476,1012,295
760,990,413,322,326,975,225,756,1048,895,245
303,249,993,1093,1134,447,240,432,324,959,147
5,141,156,23,98,182,144,195,83,188,504
255,754,413,304,900,1048,21,690,308,303,111
601,45,249,408,1,23,1135,1098,144,423,98
738,307,331,633,673,302,902,83,211,520,310
551,993,338,636,225,823,1059,280,236,1016,405
772,288,319,310,306,682,343,750,333,347,301
364,308,538,326,754,245,288,358,895,321,340
26,303,358,476,748,278,308,325,294,290,815
313,48,157,83,306,192,315,196,651,523,483
348,281,322,471,274,1025,1007,343,535,248,257
433,937,396,866,707,371,1152,749,647,306,521
863,292,682,319,312,347,937,754,311,346,304
67,295,866,1152,538,1012,371,937,984,245,321
115,276,285,813,820,1007,845,45,518,455,124
376,872,1007,919,663,1048,9,340,93,109,288
436,310,993,338,410,280,845,259,922,477,270
109,343,340,458,245,66,217,405,98,88,443
207,331,307,306,305,327,673,902,310,492,430
42,156,603,483,51,8,659,168,709,200,443
139,538,327,255,126,924,305,344,25,628,1012
91,48,674,156,96,200,12,23,443,55,651
217,748,17,892,156,403,258,432,849,1,241
125,156,51,98,500,204,1101,604,603,8,28
152,628,476,25,370,1012,126,900,1074,1240,405
819,292,937,306,990,682,311,538,713,1296,1451
185,763,421,249,707,294,487,507,647,866,192
441,289,748,288,333,307,323,327,259,260,270
556,673,646,492,98,663,644,100,318,357,331
480,879,644,45,261,514,646,302,1014,48,178
599,538,990,278,535,596,322,1025,682,1048,328
626,674,245,307,288,306,331,1483,522,874,984
278,292,880,1014,937,661,302,319,949,690,116
420,880,724,1022,269,270,189,305,262,408,297
852,879,379,260,261,386,177,48,748,674,932
576,1048,322,990,975,1025,281,756,26,679,596
813,748,260,350,993,299,1388,259,249,261,1062
797,321,313,682,302,288,292,294,937,538,326
868,823,813,1059,924,331,847,109,307,305,251
645,45,249,26,81,679,1073,339,879,171,608
690,81,679,45,248,470,879,409,281,770,500
787,309,754,347,271,326,892,678,312,315,245
11,900,345,370,1134,1012,405,152,340,295,605
98,259,303,270,289,740,310,748,306,181,294
47,288,674,898,331,271,333,313,937,887,272
277,713,744,538,220,334,1152,321,306,277,292
515,879,674,333,328,748,326,245,294,322,260
132,1,259,740,408,303,748,249,181,936,317
926,288,268,879,269,319,286,748,313,333,100
501,847,823,476,285,813,538,924,1059,325,919
247,262,305,1134,316,331,303,270,886,900,902
803,937,323,328,879,294,313,343,333,322,326
25,311,136,319,642,83,190,483,1101,191,98
754,331,346,332,345,538,682,340,321,292,347
699,1152,295,1012,538,864,303,396,289,1176,749
499,306,331,879,310,615,644,319,492,674,750
267,924,823,813,993,455,847,109,1135,45,410
630,628,748,109,147,934,1012,125,24,25,250
742,538,292,682,286,303,294,744,319,328,990
508,924,813,45,1007,673,847,663,251,646,823
350,261,651,315,83,520,157,156,1098,178,665
889,292,690,596,319,735,949,339,778,421,467
429,98,423,215,83,64,200,65,88,168,144
727,218,674,338,300,315,235,225,178,92,324
895,302,269,303,288,333,286,268,237,937,285
84,259,310,323,742,270,319,274,307,257,922
642,343,620,370,106,648,846,925,115,866,871
835,492,319,331,343,311,340,306,430,604,646
780,679,754,1098,116,249,207,114,408,261,690
931,538,292,340,346,345,321,306,898,1012,713
512,45,1,285,1007,98,274,455,100,357,124
939,322,922,278,410,763,249,281,990,535,358
193,401,554,633,311,51,214,319,107,846,259
326,1098,518,504,261,45,189,23,141,482,517
411,866,707,371,116,294,487,71,510,245,306
845,880,937,306,1296,259,220,19,344,319,874
395,259,332,307,892,306,327,305,323,554,331
30,866,275,15,471,328,237,306,713,281,282
908,1007,924,455,19,126,274,107,10,813,25
381,311,724,136,949,190,207,900,736,189,292
800,304,303,326,895,111,271,288,315,268,333
753,306,707,522,1149,641,510,245,242,315,116
6,192,310,855,270,647,215,223,421,98,518
260,879,1296,937,990,260,756,892,259,6,310
706,274,455,742,276,281,748,302,257,515,1007
758,1059,1134,436,461,467,844,1011,649,589,425
586,259,748,993,310,270,87,742,449,1,455
882,71,241,866,554,88,196,523,96,294,603
474,331,10,673,844,713,1197,896,295,61,606
523,19,20,714,740,961,517,713,61,57,126
173,307,887,937,347,344,674,313,750,312,309
676,331,307,310,327,305,674,332,750,306,689
406,331,673,310,251,855,221,61,770,518,606
163,302,306,307,319,313,331,100,288,430,673
504,900,370,340,345,405,713,709,1101,648,596
198,1007,455,924,274,19,10,281,24,285,126
321,644,528,661,736,525,192,509,261,517,481
456,1073,126,936,26,463,476,919,1007,652,171
616,754,304,271,682,895,268,326,333,340,321
701,306,268,302,294,1014,319,288,270,328,937
229,292,347,754,887,880,316,319,346,262,690
903,45,679,879,673,261,644,770,813,166,1007
660,900,136,83,156,168,193,214,724,663,189
533,306,699,900,713,136,319,95,554,584,173
654,554,304,303,241,892,900,1134,280,690,315
292,319,292,1014,9,642,845,1101,591,274,8
683,286,292,538,269,9,311,319,1014,242,100
821,900,949,311,724,713,292,136,690,107,207
235,724,1170,428,382,305,189,487,714,57,306
669,879,261,45,644,48,518,514,260,357,302
174,713,744,255,25,864,273,405,471,1401,345
380,270,45,1022,339,14,249,310,724,1098,408
72,455,81,1007,274,792,153,8,474,26,419
716,949,900,428,642,747,732,709,483,214,584
118,476,109,411,226,1245,285,680,522,628,1411
337,332,323,245,458,343,304,307,749,338,327
611,754,346,898,887,264,292,242,316,345,331
542,975,602,674,679,1048,433,324,326,413,200
221,993,823,250,289,748,249,260,151,476,1135
708,538,990,321,744,1012,864,220,277,294,334
534,975,476,1048,535,934,358,411,409,1025,109
102,674,879,260,48,300,748,333,315,261,310
317,271,268,304,333,262,303,748,249,750,324
460,310,270,307,259,319,847,896,301,297,879
22,1245,226,476,420,930,58,423,101,521,628
295,281,51,713,1033,764,596,630,65,459,451
218,26,521,1007,285,281,519,274,820,166,406
307,679,665,1039,156,207,17,900,432,261,403
688,895,333,260,324,358,674,271,350,325,27
651,937,880,874,538,321,288,313,294,100,283
159,303,278,304,990,280,864,749,815,596,1089
877,303,278,740,21,487,253,1170,854,936,1152
56,900,303,21,1039,1240,304,553,403,1134,724
360,949,9,642,190,663,292,1014,70,525,747
281,879,307,333,323,319,750,302,313,271,259
129,262,268,288,898,324,751,887,271,264,305
156,306,245,340,754,681,343,313,321,1014,292
942,207,690,949,190,554,311,900,136,312,1039
250,866,281,744,713,421,371,507,284,471,694
867,249,487,763,707,116,26,421,92,334,433
111,347,331,288,307,754,887,268,674,262,264
144,9,487,127,83,275,269,134,100,582,483
451,937,322,321,358,302,313,343,990,1025,310
95,249,17,679,854,1210,461,241,1098,849,421
4,674,307,299,260,748,261,350,879,874,379
310,285,922,847,249,1007,408,1,124,455,410
793,922,538,476,123,823,126,303,1152,410,475
492,116,269,408,114,1014,189,880,949,302,1009
469,724,900,189,136,316,311,213,663,114,615
213,245,866,1012,602,294,295,371,15,510,413
694,604,491,523,603,709,245,483,443,659,315
783,306,754,674,321,347,331,313,937,245,326
564,538,288,1012,303,304,321,898,294,326,340
373,51,554,732,207,82,523,81,190,131,83
189,679,26,81,249,879,45,845,1073,844,421
445,321,294,343,322,328,313,245,990,326,682
552,990,328,1025,358,937,326,538,292,322,117
605,281,9,274,1014,26,744,7,117,471,538
243,713,292,744,949,319,107,642,311,14,640
807,94,245,999,900,343,162,239,156,152,399
424,922,410,123,278,744,538,713,823,1401,281
938,281,471,294,328,282,748,597,323,742,922
614,924,109,823,813,288,476,1007,847,934,369
120,303,126,922,278,880,410,476,255,740,538
728,1025,1048,292,990,538,682,754,340,321,872
817,924,109,1007,813,823,340,411,307,847,934
15,322,990,682,1025,281,538,321,1048,756,277
116,724,270,269,880,262,316,1022,303,189,319
60,311,900,190,949,292,661,207,1451,347,312
746,17,892,290,245,849,241,413,748,554,294
485,319,268,286,288,311,682,292,347,879,100
458,1073,151,61,1142,251,150,9,268,10,249
200,218,156,53,746,66,90,101,338,230,448
650,48,518,482,192,187,23,521,1098,654,615
136,538,285,1007,1014,126,334,13,100,10,1009
319,347,887,262,288,268,264,754,344,309,271
633,932,521,866,820,748,241,763,849,975,614
579,136,724,305,900,306,316,902,269,262,189
899,1,679,81,421,732,215,127,210,144,527
342,292,13,1014,1048,10,640,949,525,919,741
439,538,294,308,245,326,990,937,303,328,117
713,880,292,937,306,311,319,896,312,316,538
619,307,379,748,323,338,633,470,742,343,386
563,846,311,713,990,642,292,343,596,281,319
935,1012,628,476,323,458,343,25,538,327,288
378,331,310,941,689,380,306,229,319,507,295
823,924,126,1007,24,792,476,628,840,455,25
180,879,310,845,507,192,178,322,421,674,48
921,281,471,554,713,25,1033,257,756,596,866
841,307,288,674,324,332,751,27,264,245,327
48,525,522,513,482,530,1149,641,166,518,198
657,292,754,538,1014,682,990,690,326,286,321
855,880,887,242,898,874,308,344,641,306,285
919,289,295,150,922,246,123,844,273,475,298
723,288,302,255,880,305,1084,303,268,924,476
794,538,288,333,293,324,334,898,1012,289,129
573,306,331,307,310,896,305,327,259,902,332
264,10,295,221,844,13,61,1073,466,251,1059
528,306,262,315,312,900,136,305,750,316,309
839,411,324,975,325,249,1048,109,476,1059,847
148,900,1134,136,724,316,345,303,347,255,304
409,949,26,1073,13,1009,10,919,640,9,1014
516,305,288,302,1,127,327,748,258,100,222
272,45,1007,673,274,813,770,248,924,879,191
629,331,272,315,447,1134,295,674,306,689,157
